"path","ext","kind","bytes","lines","reasonixMechanisms","performanceVectors","dsxuAbsorptionOwner","absorptionDecision"
"tests/client-models.test.ts",".ts","test","2428","76","tool-result-budget;tool-call-repair;deepseek-route-cost-control","token-cache-positive;memory-positive;quality-positive-latency-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/clipboard.test.ts",".ts","test","3105","90","tool-result-budget","token-cache-positive;memory-positive","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-acceptance-pattern-not-product-runtime"
"tests/cockpit.test.ts",".ts","test","6243","181","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/cockpit-events.test.ts",".ts","test","7959","278","tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;mcp-skill-agent-envelope;evidence-release-claim","quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;integration-risk;observability-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-acceptance-pattern-not-product-runtime"
"tests/code-prompt.test.ts",".ts","test","9129","200","cache-first-loop;tool-result-budget;tool-call-repair;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/code-setup-lazy-subagent.test.ts",".ts","test","1288","34","deepseek-route-cost-control;mcp-skill-agent-envelope","cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/comment-policy.test.ts",".ts","test","7284","216","visible-work-state;context-recovery;evidence-release-claim","ui-latency-risk;memory-io-risk;observability-io-risk","TUI / work-state timeline owner","use-as-acceptance-pattern-not-product-runtime"
"tests/compact-tokens.test.ts",".ts","test","7001","180","tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/composer-hint.test.tsx",".tsx","test","2888","77","visible-work-state;context-recovery","ui-latency-risk;memory-io-risk","TUI / work-state timeline owner","use-as-acceptance-pattern-not-product-runtime"
"tests/config.test.ts",".ts","test","20691","552","cache-first-loop;tool-result-budget;tool-call-repair;permission-tool-gate;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-positive;quality-positive-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/context-manager-fold-timeout.test.ts",".ts","test","2014","62","cache-first-loop;tool-result-budget;visible-work-state;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control","token-cache-positive;memory-positive;ui-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/context-manager-skill-pin.test.ts",".ts","test","11514","298","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/context-manager-thinking-mode.test.ts",".ts","test","3617","107","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/copy-mode-snapshot.test.ts",".ts","test","3128","91","visible-work-state","ui-latency-risk","TUI / work-state timeline owner","use-as-acceptance-pattern-not-product-runtime"
"tests/core-reducers.test.ts",".ts","test","11932","421","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/ctx-breakdown.test.ts",".ts","test","1023","30","cache-first-loop;tool-result-budget;tool-call-repair;context-recovery;deepseek-route-cost-control","token-cache-positive;memory-positive;quality-positive-latency-risk;memory-io-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/cursor-blink.test.tsx",".tsx","test","1143","37","visible-work-state","ui-latency-risk","TUI / work-state timeline owner","use-as-acceptance-pattern-not-product-runtime"
"tests/dashboard-budget.test.ts",".ts","test","2847","79","tool-result-budget;visible-work-state","token-cache-positive;memory-positive;ui-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-acceptance-pattern-not-product-runtime"
"tests/dashboard-bus-filter.test.ts",".ts","test","2055","46","visible-work-state","ui-latency-risk","TUI / work-state timeline owner","use-as-acceptance-pattern-not-product-runtime"
"tests/dashboard-css-vars.test.ts",".ts","test","1457","44","visible-work-state","ui-latency-risk","TUI / work-state timeline owner","use-as-acceptance-pattern-not-product-runtime"
"tests/dashboard-format.test.ts",".ts","test","4860","166","tool-result-budget;tool-call-repair;visible-work-state;deepseek-route-cost-control","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/dashboard-host-and-token.test.ts",".ts","test","2524","64","tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/dashboard-loop-control.test.ts",".ts","test","2461","72","tool-call-repair;visible-work-state;parallel-safe-dispatch","quality-positive-latency-risk;ui-latency-risk;latency-positive-ordering-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-acceptance-pattern-not-product-runtime"
"tests/dashboard-mcp-spec.test.ts",".ts","test","1492","37","visible-work-state;deepseek-route-cost-control;mcp-skill-agent-envelope","ui-latency-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/dashboard-port-pin.test.ts",".ts","test","2414","74","tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/dashboard-version.test.ts",".ts","test","948","27","cache-first-loop;visible-work-state","token-cache-positive;ui-latency-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/demo-utils.test.ts",".ts","test","444","19","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","use-as-acceptance-pattern-not-product-runtime"
"tests/desktop-crash-guards.test.ts",".ts","test","2855","71","visible-work-state;parallel-safe-dispatch","ui-latency-risk;latency-positive-ordering-risk","TUI / work-state timeline owner","use-as-acceptance-pattern-not-product-runtime"
"tests/diff.test.ts",".ts","test","8894","264","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/diff-parser.test.ts",".ts","test","4183","126","tool-call-repair;visible-work-state","quality-positive-latency-risk;ui-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-acceptance-pattern-not-product-runtime"
"tests/diff-preview.test.ts",".ts","test","4136","99","cache-first-loop;tool-result-budget","token-cache-positive;memory-positive","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/doctor-json.test.ts",".ts","test","3980","106","tool-result-budget;tool-call-repair;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/drain-tty.test.ts",".ts","test","2752","79","tool-result-budget;visible-work-state;context-recovery","token-cache-positive;memory-positive;ui-latency-risk;memory-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-acceptance-pattern-not-product-runtime"
"tests/edit-blocks.test.ts",".ts","test","10806","312","tool-call-repair;evidence-release-claim","quality-positive-latency-risk;observability-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-acceptance-pattern-not-product-runtime"
"tests/edit-history.test.ts",".ts","test","4389","123","tool-result-budget;tool-call-repair;context-recovery","token-cache-positive;memory-positive;quality-positive-latency-risk;memory-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-acceptance-pattern-not-product-runtime"
"tests/eventize.test.ts",".ts","test","5556","146","cache-first-loop;tool-call-repair;visible-work-state;deepseek-route-cost-control","token-cache-positive;quality-positive-latency-risk;ui-latency-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/event-replay.test.ts",".ts","test","5573","148","cache-first-loop;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/events-command.test.ts",".ts","test","5467","130","cache-first-loop;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/event-sink-jsonl.test.ts",".ts","test","3651","104","tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;evidence-release-claim","quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/external-editor.test.ts",".ts","test","1365","42","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","use-as-acceptance-pattern-not-product-runtime"
"tests/feedback.test.ts",".ts","test","4925","143","cache-first-loop;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/filesystem-outside-sandbox.test.ts",".ts","test","5921","153","tool-call-repair;permission-tool-gate;deepseek-route-cost-control;mcp-skill-agent-envelope","quality-positive-latency-risk;safety-positive-latency-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/filesystem-tools.test.ts",".ts","test","55409","1349","cache-first-loop;tool-result-budget;tool-call-repair;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/fixtures/acp-driver.ndjson",".ndjson","test","399","4","tool-call-repair;context-recovery;evidence-release-claim","quality-positive-latency-risk;memory-io-risk;observability-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-acceptance-pattern-not-product-runtime"
"tests/fixtures/input-emit-stub.mjs",".mjs","test","357","18","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","use-as-acceptance-pattern-not-product-runtime"
"tests/fixtures/scene-echo-stub.mjs",".mjs","test","605","25","tool-result-budget;context-recovery","token-cache-positive;memory-positive;memory-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-acceptance-pattern-not-product-runtime"
"tests/frame.test.ts",".ts","test","13382","386","tool-result-budget;visible-work-state","token-cache-positive;memory-positive;ui-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-acceptance-pattern-not-product-runtime"
"tests/frontmatter.test.ts",".ts","test","3268","83","tool-result-budget;tool-call-repair","token-cache-positive;memory-positive;quality-positive-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-acceptance-pattern-not-product-runtime"
"tests/gitignore.test.ts",".ts","test","3586","92","context-recovery","memory-io-risk","Context / recovery / compact owner","use-as-acceptance-pattern-not-product-runtime"
"tests/hash-memory.test.ts",".ts","test","7931","215","cache-first-loop;context-recovery;deepseek-route-cost-control","token-cache-positive;memory-io-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/heap-limit.test.ts",".ts","test","2843","97","cache-first-loop;visible-work-state;context-recovery","token-cache-positive;ui-latency-risk;memory-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/helpers/ink-stdio.ts",".ts","test","1109","37","tool-result-budget;visible-work-state;context-recovery","token-cache-positive;memory-positive;ui-latency-risk;memory-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-acceptance-pattern-not-product-runtime"
"tests/hooks.test.ts",".ts","test","13111","400","tool-result-budget;tool-call-repair;permission-tool-gate;context-recovery;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;safety-positive-latency-risk;memory-io-risk;observability-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-acceptance-pattern-not-product-runtime"
"tests/html-entities.test.ts",".ts","test","2312","64","tool-call-repair;visible-work-state;deepseek-route-cost-control;mcp-skill-agent-envelope","quality-positive-latency-risk;ui-latency-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/hydrate-cards.test.ts",".ts","test","3143","99","tool-call-repair;visible-work-state;deepseek-route-cost-control","quality-positive-latency-risk;ui-latency-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/i18n-detect.test.ts",".ts","test","1166","33","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","use-as-acceptance-pattern-not-product-runtime"
"tests/i18n-notify.test.ts",".ts","test","1881","68","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","use-as-acceptance-pattern-not-product-runtime"
"tests/incremental-wrap.test.ts",".ts","test","4424","121","cache-first-loop;tool-result-budget;visible-work-state;context-recovery","token-cache-positive;memory-positive;ui-latency-risk;memory-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/index-config.test.ts",".ts","test","2670","67","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","use-as-acceptance-pattern-not-product-runtime"
"tests/inflight.test.ts",".ts","test","4421","151","permission-tool-gate;parallel-safe-dispatch;deepseek-route-cost-control","safety-positive-latency-risk;latency-positive-ordering-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/init-slash.test.ts",".ts","test","2890","74","cache-first-loop;visible-work-state;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;ui-latency-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/installer-nsh-no-placeholders.test.ts",".ts","test","1564","39","parallel-safe-dispatch;context-recovery","latency-positive-ordering-risk;memory-io-risk","Query loop / tool dispatch owner","use-as-acceptance-pattern-not-product-runtime"
"tests/jobs.test.ts",".ts","test","11507","272","tool-result-budget;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;integration-risk;observability-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-acceptance-pattern-not-product-runtime"
"tests/key-normalize.test.ts",".ts","test","4710","116","cache-first-loop;tool-call-repair;visible-work-state","token-cache-positive;quality-positive-latency-risk;ui-latency-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/loop.test.ts",".ts","test","92722","2567","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/loop-error.test.ts",".ts","test","14433","342","tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/loop-hooks.test.ts",".ts","test","4284","119","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/loop-inflight.test.ts",".ts","test","4641","150","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/loop-r1-reasoning.test.ts",".ts","test","13820","364","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/loop-slash.test.ts",".ts","test","5747","172","cache-first-loop;tool-result-budget;tool-call-repair;permission-tool-gate;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;safety-positive-latency-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/loop-to-dashboard.test.ts",".ts","test","2526","81","tool-call-repair;visible-work-state;deepseek-route-cost-control","quality-positive-latency-risk;ui-latency-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/loop-user-persist.test.ts",".ts","test","4191","114","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/markdown.test.ts",".ts","test","10818","273","tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp.test.ts",".ts","test","32093","907","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-append.test.ts",".ts","test","5801","160","cache-first-loop;tool-call-repair;permission-tool-gate;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;quality-positive-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-browse.test.ts",".ts","test","11458","349","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-client-timeout.test.ts",".ts","test","4301","137","tool-call-repair;parallel-safe-dispatch;mcp-skill-agent-envelope","quality-positive-latency-risk;latency-positive-ordering-risk;integration-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-drift.test.ts",".ts","test","3410","101","cache-first-loop;tool-call-repair;context-recovery;mcp-skill-agent-envelope","token-cache-positive;quality-positive-latency-risk;memory-io-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-env-config.test.ts",".ts","test","3858","98","tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;mcp-skill-agent-envelope","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;integration-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-inspect.test.ts",".ts","test","13596","344","tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-integration.test.ts",".ts","test","5819","134","cache-first-loop;tool-call-repair;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;quality-positive-latency-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-latency.test.ts",".ts","test","3019","80","visible-work-state;mcp-skill-agent-envelope","ui-latency-risk;integration-risk","TUI / work-state timeline owner","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-lifecycle.test.ts",".ts","test","2220","65","visible-work-state;mcp-skill-agent-envelope","ui-latency-risk;integration-risk","TUI / work-state timeline owner","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-normalize-config.test.ts",".ts","test","14352","435","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-preflight.test.ts",".ts","test","2215","63","cache-first-loop;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-reconnect.test.ts",".ts","test","1657","38","tool-call-repair;mcp-skill-agent-envelope","quality-positive-latency-risk;integration-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-reconnect-prefix-invariant.test.ts",".ts","test","3104","92","cache-first-loop;tool-call-repair;context-recovery;mcp-skill-agent-envelope","token-cache-positive;quality-positive-latency-risk;memory-io-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-registry-fetch.test.ts",".ts","test","21128","626","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-registry-readiness.test.ts",".ts","test","3751","114","cache-first-loop;tool-result-budget;tool-call-repair;permission-tool-gate;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-positive;quality-positive-latency-risk;safety-positive-latency-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-server-list.test.ts",".ts","test","4111","122","mcp-skill-agent-envelope;evidence-release-claim","integration-risk;observability-io-risk","MCP / Skill / Agent boundary owner","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-shell-split.test.ts",".ts","test","1658","48","mcp-skill-agent-envelope","integration-risk","MCP / Skill / Agent boundary owner","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-spec.test.ts",".ts","test","5602","138","cache-first-loop;tool-call-repair;visible-work-state;permission-tool-gate;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-sse.test.ts",".ts","test","7535","221","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;mcp-skill-agent-envelope","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-stdio-close.test.ts",".ts","test","2193","68","permission-tool-gate;mcp-skill-agent-envelope","safety-positive-latency-risk;integration-risk","Permission / Tool Gate owner","use-as-acceptance-pattern-not-product-runtime"
"tests/mcp-stdio-debug.test.ts",".ts","test","2947","87","tool-call-repair;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","quality-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-acceptance-pattern-not-product-runtime"
