"path","lines","owner","reasonixMechanism","status","staticRisks","recommendedAction"
"src/tools/TodoWriteTool/TodoWriteTool.ts","130","Tool Gate / Permission owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/tools/ToolSearchTool/constants.ts","2","Tool Gate / Permission owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/tools/ToolSearchTool/prompt.ts","130","Tool Gate / Permission owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/tools/ToolSearchTool/ToolSearchTool.ts","521","Tool Gate / Permission owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/tools/TungstenTool/TungstenLiveMonitor.tsx","6","Tool Gate / Permission owner","no-direct-reasonix-overlap","review-replace-delete-or-archived-boundary","brand-or-reference-surface-review;possible-old-or-second-layer-candidate","?? owner/Git review??????? runtime ? README ???"
"src/tools/TungstenTool/TungstenTool.ts","62","Tool Gate / Permission owner","context-recovery;evidence-release-claim;parallel-safe-dispatch;permission-tool-gate","review-replace-delete-or-archived-boundary","brand-or-reference-surface-review;cache-prefix-drift-check;possible-old-or-second-layer-candidate;pro-admission-boundary-check","?? owner/Git review??????? runtime ? README ???"
"src/tools/utils.ts","41","Tool Gate / Permission owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/tools/WebFetchTool/preapproved.ts","174","Tool Gate / Permission owner","context-recovery;mcp-skill-agent-envelope;permission-tool-gate","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/tools/WebFetchTool/prompt.ts","54","Tool Gate / Permission owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/tools/WebFetchTool/UI.tsx","72","Tool Gate / Permission owner","tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/tools/WebFetchTool/utils.ts","534","Tool Gate / Permission owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/tools/WebFetchTool/WebFetchTool.ts","334","Tool Gate / Permission owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/tools/WebSearchTool/prompt.ts","42","Tool Gate / Permission owner","context-recovery;evidence-release-claim;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/tools/WebSearchTool/UI.tsx","101","Tool Gate / Permission owner","tool-call-repair;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/tools/WebSearchTool/WebSearchTool.ts","448","Tool Gate / Permission owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/tools/WorkflowTool/bundled/index.ts","5","Tool Gate / Permission owner","no-direct-reasonix-overlap","partial-review-needed","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/tools/WorkflowTool/constants.ts","2","Tool Gate / Permission owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/tools/WorkflowTool/prompt.ts","27","Tool Gate / Permission owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/tools/WorkflowTool/registry.ts","333","Tool Gate / Permission owner","context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;shell-side-effect-gate-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/tools/WorkflowTool/WorkflowTool.ts","315","Tool Gate / Permission owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/types/analyticsTelemetry.ts","33","Baseline product/runtime support owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/types/browserProviderMcp.ts","89","Baseline product/runtime support owner","context-recovery;mcp-skill-agent-envelope;permission-tool-gate","implemented-or-integrated-mainline","tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/types/command.ts","246","Baseline product/runtime support owner","context-recovery;deepseek-route-cost-control;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;shell-side-effect-gate-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/types/connectorText.ts","21","Baseline product/runtime support owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","none-static","???? owner????? Reasonix ?????"
"src/types/generated/events_mono/common/v1/auth.ts","101","Baseline product/runtime support owner","context-recovery;parallel-safe-dispatch","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/types/generated/events_mono/growthbook/v1/growthbook_experiment_event.ts","224","Baseline product/runtime support owner","context-recovery;parallel-safe-dispatch","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/types/generated/google/protobuf/timestamp.ts","188","Baseline product/runtime support owner","parallel-safe-dispatch","baseline-support-no-direct-gap","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/types/hooks.ts","291","Baseline product/runtime support owner","context-recovery;mcp-skill-agent-envelope;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/types/ids.ts","45","Baseline product/runtime support owner","context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/types/logs.ts","331","Baseline product/runtime support owner","cache-first-loop;context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/types/mcpbProvider.ts","10","Baseline product/runtime support owner","evidence-release-claim;mcp-skill-agent-envelope","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/types/permissions.ts","467","Baseline product/runtime support owner","context-recovery;evidence-release-claim;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/types/plugin.ts","364","Baseline product/runtime support owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/types/providerClientSdk.ts","8","Baseline product/runtime support owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/types/providerSdk.ts","156","Baseline product/runtime support owner","cache-first-loop;deepseek-route-cost-control;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/types/sandboxRuntime.ts","305","Baseline product/runtime support owner","context-recovery;evidence-release-claim;parallel-safe-dispatch;permission-tool-gate","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/types/textInputTypes.ts","341","Baseline product/runtime support owner","context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/abortController.ts","100","Shared runtime utility owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/activityManager.ts","165","Shared runtime utility owner","parallel-safe-dispatch","baseline-support-no-direct-gap","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/advisor.ts","137","Shared runtime utility owner","evidence-release-claim","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/agentContext.ts","198","Agent / task lifecycle owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/agenticSessionSearch.ts","308","Agent / task lifecycle owner","context-recovery;parallel-safe-dispatch;tool-call-repair","implemented-or-integrated-mainline","cache-prefix-drift-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/agentId.ts","100","Agent / task lifecycle owner","mcp-skill-agent-envelope;parallel-safe-dispatch","implemented-or-integrated-mainline","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/agentSwarmsEnabled.ts","69","Agent / task lifecycle owner","evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/analyzeContext.ts","1401","Context / recovery / compact owner","cache-first-loop;context-recovery;deepseek-route-cost-control;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/ansiToPng.ts","331","Shared runtime utility owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/ansiToSvg.ts","273","Shared runtime utility owner","visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/utils/api.ts","724","Shared runtime utility owner","cache-first-loop;context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/utils/apiPreconnect.ts","80","Shared runtime utility owner","mcp-skill-agent-envelope;parallel-safe-dispatch","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/utils/appleTerminalBackup.ts","125","Shared runtime utility owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/argumentSubstitution.ts","146","Shared runtime utility owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/array.ts","14","Shared runtime utility owner","parallel-safe-dispatch","baseline-support-no-direct-gap","none-static","??????????????? claim ????? evidence?"
"src/utils/asciicast.ts","240","Shared runtime utility owner","context-recovery;mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/attachments.ts","3650","Shared runtime utility owner","context-recovery;deepseek-route-cost-control;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/attribution.ts","349","Shared runtime utility owner","context-recovery;parallel-safe-dispatch;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/auth.ts","2","Shared runtime utility owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/authFileDescriptor.ts","201","Shared runtime utility owner","context-recovery","implemented-or-integrated-mainline","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/authPortable.ts","50","Shared runtime utility owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/autoModeDenials.ts","27","Shared runtime utility owner","parallel-safe-dispatch;permission-tool-gate","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/utils/autoRunIssue.tsx","117","Shared runtime utility owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/autoUpdater.ts","562","Shared runtime utility owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/aws.ts","75","Shared runtime utility owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/awsAuthStatusManager.ts","82","Shared runtime utility owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/background/remote/preconditions.ts","261","Shared runtime utility owner","evidence-release-claim;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/background/remote/remoteSession.ts","99","Shared runtime utility owner","context-recovery;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/backgroundHousekeeping.ts","95","Shared runtime utility owner","mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/bash/ast.ts","2553","Shared runtime utility owner","context-recovery;parallel-safe-dispatch;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/bash/bashParser.ts","4300","Shared runtime utility owner","context-recovery;parallel-safe-dispatch","implemented-or-integrated-mainline","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/bash/bashPipeCommand.ts","295","Shared runtime utility owner","context-recovery","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/bash/commands.ts","1235","Shared runtime utility owner","context-recovery;evidence-release-claim;parallel-safe-dispatch;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/bash/heredoc.ts","674","Shared runtime utility owner","context-recovery;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/bash/ParsedCommand.ts","319","Shared runtime utility owner","parallel-safe-dispatch","baseline-support-no-direct-gap","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/bash/parser.ts","231","Shared runtime utility owner","parallel-safe-dispatch","baseline-support-no-direct-gap","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/bash/prefix.ts","205","Shared runtime utility owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/bash/registry.ts","54","Shared runtime utility owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/bash/shellCompletion.ts","260","Shared runtime utility owner","context-recovery;parallel-safe-dispatch","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;shell-side-effect-gate-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/bash/shellPrefix.ts","29","Shared runtime utility owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/bash/shellQuote.ts","305","Shared runtime utility owner","parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/bash/shellQuoting.ts","129","Shared runtime utility owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/bash/ShellSnapshot.ts","550","Shared runtime utility owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/bash/specs/alias.ts","15","Shared runtime utility owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/utils/bash/specs/index.ts","19","Shared runtime utility owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/utils/bash/specs/nohup.ts","14","Shared runtime utility owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/utils/bash/specs/pyright.ts","92","Shared runtime utility owner","mcp-skill-agent-envelope;parallel-safe-dispatch","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/bash/specs/sleep.ts","14","Shared runtime utility owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/utils/bash/specs/srun.ts","32","Shared runtime utility owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/utils/bash/specs/time.ts","14","Shared runtime utility owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/utils/bash/specs/timeout.ts","21","Shared runtime utility owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/utils/bash/treeSitterAnalysis.ts","467","Shared runtime utility owner","context-recovery;parallel-safe-dispatch","implemented-or-integrated-mainline","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/betas.ts","2","Shared runtime utility owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/binaryCheck.ts","54","Shared runtime utility owner","cache-first-loop","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/browser.ts","69","Shared runtime utility owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/bufferedWriter.ts","101","Shared runtime utility owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/bundledMode.ts","23","Shared runtime utility owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/caCerts.ts","116","Shared runtime utility owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/caCertsConfig.ts","88","Shared runtime utility owner","permission-tool-gate","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/cachePaths.ts","39","Shared runtime utility owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/CircularBuffer.ts","85","Shared runtime utility owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","none-static","???? owner????? Reasonix ?????"
"src/utils/classifierApprovals.ts","89","Shared runtime utility owner","permission-tool-gate","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/classifierApprovalsHook.ts","18","Shared runtime utility owner","context-recovery;permission-tool-gate","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/cleanup.ts","609","Shared runtime utility owner","cache-first-loop;mcp-skill-agent-envelope;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/utils/cleanupRegistry.ts","26","Shared runtime utility owner","mcp-skill-agent-envelope;parallel-safe-dispatch","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/cliArgs.ts","61","Shared runtime utility owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/cliHighlight.ts","55","Shared runtime utility owner","cache-first-loop;mcp-skill-agent-envelope;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/codeIndexing.ts","211","Shared runtime utility owner","context-recovery;mcp-skill-agent-envelope","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/collapseBackgroundBashNotifications.ts","85","Shared runtime utility owner","visible-work-state","implemented-or-integrated-mainline","tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/collapseHookSummaries.ts","60","Shared runtime utility owner","parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/utils/collapseReadSearch.ts","1109","Shared runtime utility owner","context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;shell-side-effect-gate-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/collapseTeammateShutdowns.ts","56","Shared runtime utility owner","mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/combinedAbortSignal.ts","47","Shared runtime utility owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","none-static","???? owner????? Reasonix ?????"
"src/utils/commandLifecycle.ts","22","Shared runtime utility owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","none-static","???? owner????? Reasonix ?????"
"src/utils/commitAttribution.ts","909","Shared runtime utility owner","context-recovery;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/commitAttributionProviderMigration.ts","79","Archived boundary / replace-delete review owner","evidence-release-claim","review-replace-delete-or-archived-boundary","brand-or-reference-surface-review;pro-admission-boundary-check","?? owner/Git review??????? runtime ? README ???"
"src/utils/completionCache.ts","168","Shared runtime utility owner","tool-call-repair;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;shell-side-effect-gate-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/computerUse/appNames.ts","197","Shared runtime utility owner","parallel-safe-dispatch;permission-tool-gate","implemented-or-integrated-mainline","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/computerUse/cleanup.ts","86","Shared runtime utility owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope","implemented-or-integrated-mainline","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/computerUse/common.ts","63","Shared runtime utility owner","mcp-skill-agent-envelope;parallel-safe-dispatch","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/computerUse/computerUseLock.ts","216","Shared runtime utility owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/computerUse/drainRunLoop.ts","80","Shared runtime utility owner","evidence-release-claim","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/computerUse/escHotkey.ts","55","Shared runtime utility owner","evidence-release-claim;permission-tool-gate","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/computerUse/executor.ts","659","Shared runtime utility owner","context-recovery;deepseek-route-cost-control;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/utils/computerUse/gates.ts","72","Shared runtime utility owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/computerUse/hostAdapter.ts","70","Shared runtime utility owner","context-recovery;mcp-skill-agent-envelope;permission-tool-gate","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/computerUse/inputLoader.ts","31","Shared runtime utility owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/utils/computerUse/mcpServer.ts","107","Shared runtime utility owner","context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
