id,priority,mechanismArea,mechanismClass,role,phase,title,dsxuOwner,value,deepseekAdaptation,implementationBoundary,acceptanceEvidence
RSB-0873,P2,Security / Privacy / Secret Safety,execution-boundary,release owner,failure / diagnosis,Security / Privacy / Secret Safety for release owner during failure / diagnosis,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0874,P2,Security / Privacy / Secret Safety,execution-boundary,release owner,recovery / retry,Security / Privacy / Secret Safety for release owner during recovery / retry,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0875,P2,Security / Privacy / Secret Safety,execution-boundary,release owner,proof / release evidence,Security / Privacy / Secret Safety for release owner during proof / release evidence,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0876,P1,Security / Privacy / Secret Safety,execution-boundary,security reviewer,preflight / plan,Security / Privacy / Secret Safety for security reviewer during preflight / plan,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0877,P1,Security / Privacy / Secret Safety,execution-boundary,security reviewer,execution / action,Security / Privacy / Secret Safety for security reviewer during execution / action,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0878,P2,Security / Privacy / Secret Safety,execution-boundary,security reviewer,failure / diagnosis,Security / Privacy / Secret Safety for security reviewer during failure / diagnosis,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0879,P2,Security / Privacy / Secret Safety,execution-boundary,security reviewer,recovery / retry,Security / Privacy / Secret Safety for security reviewer during recovery / retry,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0880,P2,Security / Privacy / Secret Safety,execution-boundary,security reviewer,proof / release evidence,Security / Privacy / Secret Safety for security reviewer during proof / release evidence,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0881,P1,Security / Privacy / Secret Safety,execution-boundary,performance engineer,preflight / plan,Security / Privacy / Secret Safety for performance engineer during preflight / plan,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：成本、cache、latency、tool output 和 token budget。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0882,P1,Security / Privacy / Secret Safety,execution-boundary,performance engineer,execution / action,Security / Privacy / Secret Safety for performance engineer during execution / action,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：成本、cache、latency、tool output 和 token budget。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0883,P2,Security / Privacy / Secret Safety,execution-boundary,performance engineer,failure / diagnosis,Security / Privacy / Secret Safety for performance engineer during failure / diagnosis,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：成本、cache、latency、tool output 和 token budget。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0884,P2,Security / Privacy / Secret Safety,execution-boundary,performance engineer,recovery / retry,Security / Privacy / Secret Safety for performance engineer during recovery / retry,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：成本、cache、latency、tool output 和 token budget。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0885,P2,Security / Privacy / Secret Safety,execution-boundary,performance engineer,proof / release evidence,Security / Privacy / Secret Safety for performance engineer during proof / release evidence,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：成本、cache、latency、tool output 和 token budget。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0886,P1,Security / Privacy / Secret Safety,execution-boundary,ecosystem integrator,preflight / plan,Security / Privacy / Secret Safety for ecosystem integrator during preflight / plan,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0887,P1,Security / Privacy / Secret Safety,execution-boundary,ecosystem integrator,execution / action,Security / Privacy / Secret Safety for ecosystem integrator during execution / action,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0888,P2,Security / Privacy / Secret Safety,execution-boundary,ecosystem integrator,failure / diagnosis,Security / Privacy / Secret Safety for ecosystem integrator during failure / diagnosis,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0889,P2,Security / Privacy / Secret Safety,execution-boundary,ecosystem integrator,recovery / retry,Security / Privacy / Secret Safety for ecosystem integrator during recovery / retry,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0890,P2,Security / Privacy / Secret Safety,execution-boundary,ecosystem integrator,proof / release evidence,Security / Privacy / Secret Safety for ecosystem integrator during proof / release evidence,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0891,P1,Security / Privacy / Secret Safety,execution-boundary,new user operator,preflight / plan,Security / Privacy / Secret Safety for new user operator during preflight / plan,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0892,P1,Security / Privacy / Secret Safety,execution-boundary,new user operator,execution / action,Security / Privacy / Secret Safety for new user operator during execution / action,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0893,P2,Security / Privacy / Secret Safety,execution-boundary,new user operator,failure / diagnosis,Security / Privacy / Secret Safety for new user operator during failure / diagnosis,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0894,P2,Security / Privacy / Secret Safety,execution-boundary,new user operator,recovery / retry,Security / Privacy / Secret Safety for new user operator during recovery / retry,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0895,P2,Security / Privacy / Secret Safety,execution-boundary,new user operator,proof / release evidence,Security / Privacy / Secret Safety for new user operator during proof / release evidence,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0896,P1,Security / Privacy / Secret Safety,execution-boundary,maintainer reviewer,preflight / plan,Security / Privacy / Secret Safety for maintainer reviewer during preflight / plan,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0897,P1,Security / Privacy / Secret Safety,execution-boundary,maintainer reviewer,execution / action,Security / Privacy / Secret Safety for maintainer reviewer during execution / action,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0898,P2,Security / Privacy / Secret Safety,execution-boundary,maintainer reviewer,failure / diagnosis,Security / Privacy / Secret Safety for maintainer reviewer during failure / diagnosis,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0899,P2,Security / Privacy / Secret Safety,execution-boundary,maintainer reviewer,recovery / retry,Security / Privacy / Secret Safety for maintainer reviewer during recovery / retry,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0900,P2,Security / Privacy / Secret Safety,execution-boundary,maintainer reviewer,proof / release evidence,Security / Privacy / Secret Safety for maintainer reviewer during proof / release evidence,Security / secret scan owner,key、logs、artifacts、browser、MCP、plugin 都有 redaction 和风险边界。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,模型只看 masked evidence，不看 secret 原文。,release/export 必须 secret scan。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0901,P2,Open Source Product / Maintainer Flow,trust-and-visibility,senior feature engineer,preflight / plan,Open Source Product / Maintainer Flow for senior feature engineer during preflight / plan,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0902,P2,Open Source Product / Maintainer Flow,trust-and-visibility,senior feature engineer,execution / action,Open Source Product / Maintainer Flow for senior feature engineer during execution / action,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0903,P2,Open Source Product / Maintainer Flow,trust-and-visibility,senior feature engineer,failure / diagnosis,Open Source Product / Maintainer Flow for senior feature engineer during failure / diagnosis,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0904,P2,Open Source Product / Maintainer Flow,trust-and-visibility,senior feature engineer,recovery / retry,Open Source Product / Maintainer Flow for senior feature engineer during recovery / retry,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0905,P2,Open Source Product / Maintainer Flow,trust-and-visibility,senior feature engineer,proof / release evidence,Open Source Product / Maintainer Flow for senior feature engineer during proof / release evidence,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0906,P2,Open Source Product / Maintainer Flow,trust-and-visibility,debugging engineer,preflight / plan,Open Source Product / Maintainer Flow for debugging engineer during preflight / plan,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：失败复现、根因定位、修复、回归和证据。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0907,P2,Open Source Product / Maintainer Flow,trust-and-visibility,debugging engineer,execution / action,Open Source Product / Maintainer Flow for debugging engineer during execution / action,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：失败复现、根因定位、修复、回归和证据。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0908,P2,Open Source Product / Maintainer Flow,trust-and-visibility,debugging engineer,failure / diagnosis,Open Source Product / Maintainer Flow for debugging engineer during failure / diagnosis,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：失败复现、根因定位、修复、回归和证据。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0909,P2,Open Source Product / Maintainer Flow,trust-and-visibility,debugging engineer,recovery / retry,Open Source Product / Maintainer Flow for debugging engineer during recovery / retry,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：失败复现、根因定位、修复、回归和证据。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0910,P2,Open Source Product / Maintainer Flow,trust-and-visibility,debugging engineer,proof / release evidence,Open Source Product / Maintainer Flow for debugging engineer during proof / release evidence,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：失败复现、根因定位、修复、回归和证据。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0911,P2,Open Source Product / Maintainer Flow,trust-and-visibility,technical lead,preflight / plan,Open Source Product / Maintainer Flow for technical lead during preflight / plan,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0912,P2,Open Source Product / Maintainer Flow,trust-and-visibility,technical lead,execution / action,Open Source Product / Maintainer Flow for technical lead during execution / action,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0913,P2,Open Source Product / Maintainer Flow,trust-and-visibility,technical lead,failure / diagnosis,Open Source Product / Maintainer Flow for technical lead during failure / diagnosis,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0914,P2,Open Source Product / Maintainer Flow,trust-and-visibility,technical lead,recovery / retry,Open Source Product / Maintainer Flow for technical lead during recovery / retry,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0915,P2,Open Source Product / Maintainer Flow,trust-and-visibility,technical lead,proof / release evidence,Open Source Product / Maintainer Flow for technical lead during proof / release evidence,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0916,P2,Open Source Product / Maintainer Flow,trust-and-visibility,terminal operator,preflight / plan,Open Source Product / Maintainer Flow for terminal operator during preflight / plan,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0917,P2,Open Source Product / Maintainer Flow,trust-and-visibility,terminal operator,execution / action,Open Source Product / Maintainer Flow for terminal operator during execution / action,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0918,P2,Open Source Product / Maintainer Flow,trust-and-visibility,terminal operator,failure / diagnosis,Open Source Product / Maintainer Flow for terminal operator during failure / diagnosis,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0919,P2,Open Source Product / Maintainer Flow,trust-and-visibility,terminal operator,recovery / retry,Open Source Product / Maintainer Flow for terminal operator during recovery / retry,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0920,P2,Open Source Product / Maintainer Flow,trust-and-visibility,terminal operator,proof / release evidence,Open Source Product / Maintainer Flow for terminal operator during proof / release evidence,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0921,P2,Open Source Product / Maintainer Flow,trust-and-visibility,release owner,preflight / plan,Open Source Product / Maintainer Flow for release owner during preflight / plan,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0922,P2,Open Source Product / Maintainer Flow,trust-and-visibility,release owner,execution / action,Open Source Product / Maintainer Flow for release owner during execution / action,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0923,P2,Open Source Product / Maintainer Flow,trust-and-visibility,release owner,failure / diagnosis,Open Source Product / Maintainer Flow for release owner during failure / diagnosis,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0924,P2,Open Source Product / Maintainer Flow,trust-and-visibility,release owner,recovery / retry,Open Source Product / Maintainer Flow for release owner during recovery / retry,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0925,P2,Open Source Product / Maintainer Flow,trust-and-visibility,release owner,proof / release evidence,Open Source Product / Maintainer Flow for release owner during proof / release evidence,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0926,P2,Open Source Product / Maintainer Flow,trust-and-visibility,security reviewer,preflight / plan,Open Source Product / Maintainer Flow for security reviewer during preflight / plan,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0927,P2,Open Source Product / Maintainer Flow,trust-and-visibility,security reviewer,execution / action,Open Source Product / Maintainer Flow for security reviewer during execution / action,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0928,P2,Open Source Product / Maintainer Flow,trust-and-visibility,security reviewer,failure / diagnosis,Open Source Product / Maintainer Flow for security reviewer during failure / diagnosis,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0929,P2,Open Source Product / Maintainer Flow,trust-and-visibility,security reviewer,recovery / retry,Open Source Product / Maintainer Flow for security reviewer during recovery / retry,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0930,P2,Open Source Product / Maintainer Flow,trust-and-visibility,security reviewer,proof / release evidence,Open Source Product / Maintainer Flow for security reviewer during proof / release evidence,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0931,P2,Open Source Product / Maintainer Flow,trust-and-visibility,performance engineer,preflight / plan,Open Source Product / Maintainer Flow for performance engineer during preflight / plan,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：成本、cache、latency、tool output 和 token budget。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0932,P2,Open Source Product / Maintainer Flow,trust-and-visibility,performance engineer,execution / action,Open Source Product / Maintainer Flow for performance engineer during execution / action,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：成本、cache、latency、tool output 和 token budget。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0933,P2,Open Source Product / Maintainer Flow,trust-and-visibility,performance engineer,failure / diagnosis,Open Source Product / Maintainer Flow for performance engineer during failure / diagnosis,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：成本、cache、latency、tool output 和 token budget。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0934,P2,Open Source Product / Maintainer Flow,trust-and-visibility,performance engineer,recovery / retry,Open Source Product / Maintainer Flow for performance engineer during recovery / retry,Open-source launch owner,开源用户能安装、运行、复现 demo、理解边界、提交 issue/PR。 角色侧重点：成本、cache、latency、tool output 和 token budget。,用真实成本/体验/失败恢复作为卖点，而不是品牌口号。,不使用参考产品品牌、源码或商业实现。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
